,YEAR,QUARTER,AIRLINE NAME,WEEK,ORIGIN,DEST,DEP_TIME,AIR_TIME,FLIGHTS,DISTANCE
198909,2019,1,THAI AIRWAYS,4,Charlotte ,Daytona Beach  ,1740,63,1,416
198910,2019,1,THAI SMILE AIRWAYS,5,Charlotte ,Daytona Beach  ,1739,64,1,416
198911,2019,1,THOMAS COOK AIRLINES U.K.,7,Charlotte ,Daytona Beach  ,1814,68,1,416
198912,2019,1,TIGER AIRWAYS,3,Charlotte ,Daytona Beach  ,1739,79,1,416
198913,2019,1,TRANSAERO AIRLINES,4,Charlotte ,Daytona Beach  ,1738,73,1,416
198914,2019,1,TURKISH AIRLINES,5,Charlotte ,Daytona Beach  ,1852,58,1,416
198915,2019,1,TURKMENISTAN AIRLINES,7,Charlotte ,Daytona Beach  ,1736,74,1,416
198916,2019,1,UNITED AIRLINES,3,Charlotte ,Daytona Beach  ,1742,72,1,416
198917,2019,1,UNITED AIRLINES BANGLADESH LTD.,4,Charlotte ,Daytona Beach  ,1739,78,1,416
198918,2019,1,UNITED PARCEL SERVICES,5,Charlotte ,Daytona Beach  ,1739,69,1,416
198919,2019,1,US BANGLA AIRLINES,7,Charlotte ,Daytona Beach  ,1740,62,1,416
198920,2019,1,UZBEKISTAN AIRWAYS,3,Charlotte ,Daytona Beach  ,1739,75,1,416
198921,2019,1,VIRGIN ATLANTIC AIRLINES,4,Charlotte ,Daytona Beach  ,1742,76,1,416
10775,2019,1,YEMENIA AIRWAYS,2,Charlotte ,Denver  ,1832,197,1,1337
10776,2019,1,AIR INDIA,4,Charlotte ,Denver  ,1810,186,1,1337
10777,2019,1,AIR INDIA EXPRESS,5,Charlotte ,Denver  ,1808,178,1,1337
10778,2019,1,INDIGO,6,Charlotte ,Denver  ,1819,198,1,1337
10779,2019,1,JET AIRWAYS,7,Charlotte ,Denver  ,1811,191,1,1337
10780,2019,1,SPICEJET,1,Charlotte ,Denver  ,1841,201,1,1337
10781,2019,1,AEROFLOT,2,Charlotte ,Denver  ,1804,200,1,1337
10782,2019,1,AEROLOGIC,3,Charlotte ,Denver  ,1808,203,1,1337
10783,2019,1,AIR ARABIA,4,Charlotte ,Denver  ,1820,195,1,1337
10784,2019,1,AIR ASIA X,5,Charlotte ,Denver  ,1810,190,1,1337
10785,2019,1,AIR ASIA BERHAD,6,Charlotte ,Denver  ,1808,182,1,1337
10786,2019,1,AIR ASTANA,7,Charlotte ,Denver  ,1809,183,1,1337
10787,2019,1,AIR AUSTRAL,1,Charlotte ,Denver  ,1806,196,1,1337
10788,2019,1,AIR CANADA,2,Charlotte ,Denver  ,1809,189,1,1337
10789,2019,1,AIR CHINA,3,Charlotte ,Denver  ,1814,188,1,1337
10790,2019,1,AIR FRANCE,4,Charlotte ,Denver  ,1828,204,1,1337
10791,2019,1,AIR MANAS,5,Charlotte ,Denver  ,1810,212,1,1337
10792,2019,1,AIR MAURITIUS,6,Charlotte ,Denver  ,1823,199,1,1337
10793,2019,1,AIR SEYCHELLES,7,Charlotte ,Denver  ,1812,207,1,1337
10794,2019,1,ALL NIPPON AIRWAYS,1,Charlotte ,Denver  ,1810,194,1,1337
10795,2019,1,ARIANA AFGHAN,2,Charlotte ,Denver  ,1814,179,1,1337
10796,2019,1,ASIANA AIRLINES,3,Charlotte ,Denver  ,1833,192,1,1337
10797,2019,1,AUSTRIAN AIRLINES,4,Charlotte ,Denver  ,1812,208,1,1337
10798,2019,1,BANGKOK AIRWAYS,5,Charlotte ,Denver  ,1809,193,1,1337
10799,2019,1,BHUTAN AIRLINES,6,Charlotte ,Denver  ,1812,184,1,1337
10800,2019,1,BIMAN BANGLADESH,7,Charlotte ,Denver  ,1840,202,1,1337
10801,2019,1,BRITISH AIRWAYS,1,Charlotte ,Denver  ,1833,185,1,1337
10802,2019,1,BRUSSELS AIRLINES,2,Charlotte ,Denver  ,1809,209,1,1337
10803,2019,1,BUDDHA AIR,3,Charlotte ,Denver  ,1808,206,1,1337
10804,2019,1,CARGOLUX AIRLINES INTERNATIONAL S.A.,4,Charlotte ,Denver  ,1811,176,1,1337
78910,2019,1,CATHAY PACIFIC,1,Charlotte ,Denver  ,829,205,1,1337
80934,2019,1,CHINA AIRLINES LTD,7,Charlotte ,Denver  ,830,210,1,1337
82508,2019,1,CHINA EASTERN AIRLINES,6,Charlotte ,Denver  ,826,174,1,1337
86881,2019,1,CHINA SOUTHERN ,2,Charlotte ,Denver  ,1713,223,1,1337
86882,2019,1,DRAGON AIR,3,Charlotte ,Denver  ,1643,187,1,1337
86883,2019,1,DRUK AIR,4,Charlotte ,Denver  ,1655,177,1,1337
86884,2019,1,EGYPT AIR,5,Charlotte ,Denver  ,1642,211,1,1337
86885,2019,1,EL-AL-ISRAEL,6,Charlotte ,Denver  ,1641,239,1,1337
86886,2019,1,EMIRATES AIRLINE,7,Charlotte ,Denver  ,1703,218,1,1337
86887,2019,1,ETHIOPIAN AIRLINES,1,Charlotte ,Denver  ,1716,216,1,1337
86888,2019,1,ETIHAD AIRLINES,2,Charlotte ,Denver  ,1658,219,1,1337
86889,2019,1,EVA AIRWAYS,3,Charlotte ,Denver  ,1734,224,1,1337
86890,2019,1,FEDERAL EXPRESS,4,Charlotte ,Denver  ,1751,213,1,1337
86891,2019,1,FINN AIR,5,Charlotte ,Denver  ,1657,217,1,1337
86892,2019,1,FLY DUBAI,6,Charlotte ,Denver  ,1658,238,1,1337
86893,2019,1,GARUDA INDONESIA,7,Charlotte ,Denver  ,1657,235,1,1337
86894,2019,1,GULF AIR,1,Charlotte ,Denver  ,1655,234,1,1337
86895,2019,1,IRAN AIR,2,Charlotte ,Denver  ,1657,215,1,1337
86896,2019,1,IRAQI AIRWAYS,3,Charlotte ,Denver  ,1658,222,1,1337
86897,2019,1,ISLAND AVIATION SERVICES,4,Charlotte ,Denver  ,1753,244,1,1337
86898,2019,1,JAPAN AIRLINES,5,Charlotte ,Denver  ,1712,214,1,1337
86899,2019,1,KALITTA AIR,6,Charlotte ,Denver  ,1658,,1,1337
86900,2019,1,KAM AIR,7,Charlotte ,Denver  ,1655,229,1,1337
202456,2019,1,KENYA AIRWAYS,2,Charlotte ,Des Moines  ,954,135,1,815
202457,2019,1,KLM AIRLINES,3,Charlotte ,Des Moines  ,952,130,1,815
202458,2019,1,KOREAN AIR,4,Charlotte ,Des Moines  ,952,130,1,815
202459,2019,1,KUWAIT AIRWAYS,5,Charlotte ,Des Moines  ,949,113,1,815
202460,2019,1,LUFTHANSA,6,Charlotte ,Des Moines  ,949,123,1,815
202461,2019,1,MAHAN AIR,7,Charlotte ,Des Moines  ,952,138,1,815
202462,2019,1,MALAYSIA AIRLINES,1,Charlotte ,Des Moines  ,950,120,1,815
202463,2019,1,MALINDO AIRWAYS,2,Charlotte ,Des Moines  ,949,137,1,815
202464,2019,1,MEGA MALDIVES AIRLINES,3,Charlotte ,Des Moines  ,951,152,1,815
202465,2019,1,MIHIN LANKA,4,Charlotte ,Des Moines  ,950,130,1,815
202466,2019,1,MYANMAR AIRLINES,5,Charlotte ,Des Moines  ,1004,131,1,815
202467,2019,1,NEPAL AIRLINES CORPORATION,6,Charlotte ,Des Moines  ,948,124,1,815
202468,2019,1,NOVO AIR,7,Charlotte ,Des Moines  ,955,123,1,815
202469,2019,1,OMAN AIR,1,Charlotte ,Des Moines  ,954,128,1,815
202470,2019,1,PAK INTERNATIONAL,2,Charlotte ,Des Moines  ,949,137,1,815
202471,2019,1,QATAR AIRWAYS,3,Charlotte ,Des Moines  ,951,130,1,815
202472,2019,1,REGENT AIRWAYS,4,Charlotte ,Des Moines  ,950,125,1,815
202473,2019,1,ROSSIYA AIRLINES,5,Charlotte ,Des Moines  ,950,129,1,815
202474,2019,1,SAFI AIRWAYS,6,Charlotte ,Des Moines  ,1006,118,1,815
202475,2019,1,SAUDIA,7,Charlotte ,Des Moines  ,950,139,1,815
202476,2019,1,SCAT AIRLINES,1,Charlotte ,Des Moines  ,951,142,1,815
202477,2019,1,SCOOT PTE LTD.,2,Charlotte ,Des Moines  ,1006,126,1,815
202478,2019,1,SHANDONG AIRLINES,3,Charlotte ,Des Moines  ,952,124,1,815
202479,2019,1,SILK AIR,4,Charlotte ,Des Moines  ,1021,124,1,815
202480,2019,1,SINGAPORE AIRLINES,5,Charlotte ,Des Moines  ,950,138,1,815
202481,2019,1,SRILNKAN AIRWAYS,6,Charlotte ,Des Moines  ,1038,134,1,815
202482,2019,1,SWISS AIR,7,Charlotte ,Des Moines  ,951,134,1,815
202483,2019,1,TAJIK AIR,1,Charlotte ,Des Moines  ,959,120,1,815
202484,2019,1,THAI AIR ASIA,2,Charlotte ,Des Moines  ,948,128,1,815
202485,2019,1,THAI AIRWAYS,3,Charlotte ,Des Moines  ,949,134,1,815
202486,2019,1,THAI SMILE AIRWAYS,4,Charlotte ,Des Moines  ,958,134,1,815
210119,2019,1,THOMAS COOK AIRLINES U.K.,2,Charlotte ,Des Moines  ,1313,153,1,815
210120,2019,1,TIGER AIRWAYS,3,Charlotte ,Des Moines  ,1319,131,1,815
210121,2019,1,TRANSAERO AIRLINES,4,Charlotte ,Des Moines  ,1320,124,1,815
210122,2019,1,TURKISH AIRLINES,5,Charlotte ,Des Moines  ,1321,120,1,815
210123,2019,1,TURKMENISTAN AIRLINES,6,Charlotte ,Des Moines  ,1317,124,1,815
210124,2019,1,UNITED AIRLINES,7,Charlotte ,Des Moines  ,1312,141,1,815
210125,2019,1,UNITED AIRLINES BANGLADESH LTD.,1,Charlotte ,Des Moines  ,1315,121,1,815
210126,2019,1,UNITED PARCEL SERVICES,3,Charlotte ,Des Moines  ,1314,142,1,815
210127,2019,1,US BANGLA AIRLINES,4,Charlotte ,Des Moines  ,1313,137,1,815
210128,2019,1,UZBEKISTAN AIRWAYS,5,Charlotte ,Des Moines  ,1317,127,1,815
210129,2019,1,VIRGIN ATLANTIC AIRLINES,6,Charlotte ,Des Moines  ,1315,121,1,815
210130,2019,1,YEMENIA AIRWAYS,7,Charlotte ,Des Moines  ,1316,121,1,815
210131,2019,1,,1,Charlotte ,Des Moines  ,1312,129,1,815
210132,2019,1,,3,Charlotte ,Des Moines  ,1325,129,1,815
210133,2019,1,,4,Charlotte ,Des Moines  ,1328,131,1,815
210134,2019,1,,5,Charlotte ,Des Moines  ,1317,131,1,815
210135,2019,1,,6,Charlotte ,Des Moines  ,1313,120,1,815
210136,2019,1,,7,Charlotte ,Des Moines  ,1322,138,1,815
210137,2019,1,,1,Charlotte ,Des Moines  ,1319,138,1,815
210138,2019,1,,3,Charlotte ,Des Moines  ,1318,122,1,815
210139,2019,1,,4,Charlotte ,Des Moines  ,1317,125,1,815
210140,2019,1,,5,Charlotte ,Des Moines  ,1316,130,1,815
210141,2019,1,,6,Charlotte ,Des Moines  ,1322,129,1,815
210142,2019,1,,7,Charlotte ,Des Moines  ,1318,142,1,815
210143,2019,1,,1,Charlotte ,Des Moines  ,1314,123,1,815
210144,2019,1,,3,Charlotte ,Des Moines  ,1316,134,1,815
210145,2019,1,,4,Charlotte ,Des Moines  ,1317,133,1,815
440957,2019,1,,2,Charlotte ,Des Moines  ,2216,128,1,815
440958,2019,1,,3,Charlotte ,Des Moines  ,2214,127,1,815
440959,2019,1,,4,Charlotte ,Des Moines  ,2212,122,1,815
440960,2019,1,,5,Charlotte ,Des Moines  ,2214,122,1,815
440961,2019,1,,6,Charlotte ,Des Moines  ,2214,133,1,815
440962,2019,1,,7,Charlotte ,Des Moines  ,2310,123,1,815
440963,2019,1,,1,Charlotte ,Des Moines  ,2222,132,1,815
440964,2019,1,,2,Charlotte ,Des Moines  ,1823,141,1,815
440965,2019,1,,3,Charlotte ,Des Moines  ,2212,138,1,815
440966,2019,1,,4,Charlotte ,Des Moines  ,2212,137,1,815
440967,2019,1,,5,Charlotte ,Des Moines  ,,,1,815
440968,2019,1,,6,Charlotte ,Des Moines  ,1835,120,1,815
440969,2019,1,,7,Charlotte ,Des Moines  ,2208,130,1,815
440970,2019,1,,1,Charlotte ,Des Moines  ,2212,124,1,815
440971,2019,1,,2,Charlotte ,Des Moines  ,1804,124,1,815
440972,2019,1,,3,Charlotte ,Des Moines  ,2213,127,1,815
440973,2019,1,,4,Charlotte ,Des Moines  ,2217,135,1,815
440974,2019,1,,5,Charlotte ,Des Moines  ,,,1,815
440975,2019,1,,6,Charlotte ,Des Moines  ,1831,117,1,815
440976,2019,1,,7,Charlotte ,Des Moines  ,2206,146,1,815
440977,2019,1,,1,Charlotte ,Des Moines  ,2014,139,1,815
440978,2019,1,,2,Charlotte ,Des Moines  ,1809,125,1,815
440979,2019,1,,3,Charlotte ,Des Moines  ,2228,113,1,815
440980,2019,1,,4,Charlotte ,Des Moines  ,2212,122,1,815
440981,2019,1,,5,Charlotte ,Des Moines  ,2211,132,1,815
440982,2019,1,,6,Charlotte ,Des Moines  ,1836,128,1,815
440983,2019,1,,7,Charlotte ,Des Moines  ,,,1,815
440984,2019,1,,1,Charlotte ,Des Moines  ,2213,124,1,815
440985,2019,1,,2,Charlotte ,Des Moines  ,1807,145,1,815
440986,2019,1,,3,Charlotte ,Des Moines  ,,,1,815
